Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
09:24.6     	15.00 	60.7    	16.73
09:25.5     	14.99 	61.2    	16.74
09:26.4     	14.99 	62.3    	16.74
09:27.3     	14.94 	60.8    	16.72
09:28.2     	14.80 	60.6    	16.71
09:29.0     	14.73 	60.8    	16.69
09:29.9     	14.74 	60.9    	16.68
09:30.8     	14.81 	61.3    	16.67
09:31.7     	14.82 	61.4    	16.65
09:32.6     	14.87 	61.5    	16.63
09:33.5     	15.06 	62.6    	16.63
09:34.4     	15.14 	61.4    	16.63
09:35.3     	15.12 	60.7    	16.63
09:36.2     	15.13 	60.9    	16.63
